"","continent","new_cases_smoothed_per_million","new_deaths_smoothed_per_million","people_fully_vaccinated_per_hundred","stringency_index","population_density","aged_65_older","cardiovasc_death_rate","diabetes_prevalence","life_expectancy","human_development_index","is_island","month"
"12655","North America",27.487,0.683,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12656","North America",27.068,0.683,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12657","North America",26.716,0.727,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12658","North America",26.209,0.749,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12659","North America",25.549,0.727,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12660","North America",24.998,0.705,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12661","North America",24.293,0.705,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12662","North America",23.765,0.727,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12663","North America",23.236,0.683,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12664","North America",23.126,0.749,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12665","North America",23.456,0.749,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12666","North America",24.073,0.661,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12667","North America",24.646,0.815,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12668","North America",25.439,0.837,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12669","North America",26.033,0.815,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12670","North America",26.342,0.793,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12671","North America",26.914,0.727,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","11"
"12672","North America",27.443,0.749,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12673","North America",27.949,0.947,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12674","North America",28.346,0.793,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12675","North America",28.919,0.881,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12676","North America",29.601,1.013,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12677","North America",30.24,1.057,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12678","North America",30.923,1.101,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12679","North America",31.297,1.057,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12680","North America",31.143,0.991,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12681","North America",31.517,1.013,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12682","North America",32.244,0.881,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12683","North America",33.037,0.903,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12684","North America",33.808,0.903,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12685","North America",34.821,0.969,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12686","North America",36.473,0.991,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12687","North America",37.332,1.035,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12688","North America",38.565,1.057,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12689","North America",39.667,1.079,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12690","North America",40.658,1.101,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12691","North America",41.671,1.145,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12692","North America",42.53,1.211,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12693","North America",43.565,1.211,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12694","North America",37.376,1.211,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12695","North America",37.002,1.211,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12696","North America",36.187,1.233,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12697","North America",35.812,1.057,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12698","North America",35.746,0.969,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","12"
"12699","North America",35.746,0.837,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12700","North America",42.089,0.661,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12701","North America",36.253,1.167,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12702","North America",36.825,1.123,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12703","North America",36.803,1.321,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12704","North America",37.112,1.211,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12705","North America",37.574,1.388,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12706","North America",38.323,1.564,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12707","North America",39.006,1.784,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12708","North America",46.296,1.344,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12709","North America",47.067,1.41,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12710","North America",48.102,1.41,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12711","North America",48.763,1.432,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12712","North America",48.653,1.52,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12713","North America",48.719,1.564,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12714","North America",48.675,1.564,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12715","North America",48.499,1.498,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12716","North America",48.741,1.542,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12717","North America",49.225,1.63,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12718","North America",49.137,1.564,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12719","North America",48.565,1.564,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12720","North America",47.684,1.586,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12721","North America",46.494,1.63,0,47.22,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12722","North America",44.975,1.63,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12723","North America",43.301,1.63,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12724","North America",39.072,1.388,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12725","North America",38.499,1.366,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","1"
"12726","North America",37.795,1.321,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12727","North America",36.958,1.211,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12728","North America",34.799,1.189,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12729","North America",33.852,1.277,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12730","North America",33.346,1.299,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12731","North America",32.509,1.277,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12732","North America",32.112,1.321,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12733","North America",31.782,1.388,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12734","North America",31.341,1.388,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12735","North America",31.011,1.454,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12736","North America",30.901,1.432,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12737","North America",30.769,1.344,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12738","North America",30.174,1.277,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12739","North America",29.535,1.255,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12740","North America",29.249,1.277,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12741","North America",29.007,1.255,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12742","North America",28.632,1.277,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12743","North America",27.861,1.277,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12744","North America",27.135,1.255,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12745","North America",26.694,1.255,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12746","North America",26.342,1.255,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12747","North America",26.011,1.233,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12748","North America",25.681,1.233,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12749","North America",24.624,1.211,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12750","North America",24.448,1.211,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","2"
"12751","North America",24.271,1.189,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12752","North America",23.897,1.211,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12753","North America",23.963,1.211,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12754","North America",23.919,1.167,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12755","North America",23.787,1.035,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12756","North America",23.567,1.167,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12757","North America",23.368,1.189,0,46.3,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12758","North America",23.082,1.189,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12759","North America",22.84,1.123,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12760","North America",22.333,1.057,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12761","North America",21.915,1.013,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12762","North America",21.694,1.123,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12763","North America",21.562,0.859,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12764","North America",21.849,0.771,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12765","North America",22.333,0.727,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12766","North America",22.884,0.595,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12767","North America",23.567,0.683,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12768","North America",24.271,0.661,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12769","North America",24.558,0.639,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12770","North America",24.514,0.639,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12771","North America",23.677,0.617,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12772","North America",23.06,0.617,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12773","North America",22.509,0.551,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12774","North America",21.012,0.463,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12775","North America",20.725,0.44,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12776","North America",20.747,0.44,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12777","North America",21.144,0.352,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","3"
"12778","North America",21.474,0.352,0,54.63,307.811,8.273,167.295,8.87,73.32,0.673,"no","4"
"12779","North America",21.827,0.463,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","4"
"12780","North America",22.289,0.507,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","4"
"12781","North America",23.346,0.595,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","4"
"12782","North America",20.219,0.529,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","4"
"12783","North America",16.849,0.683,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","4"
"12784","North America",13.567,0.749,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","4"
"12785","North America",10.153,0.595,0,54.63,307.811,8.273,167.295,8.87,73.32,0.673,"no","4"
"12786","North America",6.85,0.595,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","4"
"12787","North America",25.373,0.573,0,52.78,307.811,8.273,167.295,8.87,73.32,0.673,"no","4"
"12788","North America",21.981,0.529,0,42.59,307.811,8.273,167.295,8.87,73.32,0.673,"no","4"
"12789","Africa",108.951,1.935,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12790","Africa",108.951,1.935,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12791","Africa",108.951,1.935,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12792","Africa",108.951,1.935,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12793","Africa",108.951,1.935,0,50.93,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12794","Africa",108.951,1.935,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12795","Africa",0,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12796","Africa",0,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12797","Africa",0,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12798","Africa",0,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12799","Africa",0,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12800","Africa",0,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12801","Africa",0,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12802","Africa",0,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12803","Africa",0,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12804","Africa",0,0,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12805","Africa",0,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12806","Africa",0,0,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12807","Africa",0,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12808","Africa",0,0,0,73.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12809","Africa",0,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12810","Africa",0,0,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12811","Africa",0,0,0,41.67,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12812","Africa",0,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12813","Africa",0,0,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12814","Africa",0,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12815","Africa",178.191,3.258,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","7"
"12816","Africa",178.191,3.258,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12817","Africa",178.191,3.258,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12818","Africa",178.191,3.258,0,77.78,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12819","Africa",178.191,3.258,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12820","Africa",0,0,0,79.17,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12821","Africa",0,0,0,36.11,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12822","Africa",0,0,0,35.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12823","Africa",0,0,0,37.04,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12824","Africa",0,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12825","Africa",0,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12826","Africa",0,0,0,41.67,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12827","Africa",0,0,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12828","Africa",0,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12829","Africa",0,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12830","Africa",0,0,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12831","Africa",0,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12832","Africa",7.229,0,0,38.43,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12833","Africa",7.229,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12834","Africa",10.691,0,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12835","Africa",10.691,0,0,42.59,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12836","Africa",10.691,0,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12837","Africa",10.691,0,0,42.59,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12838","Africa",3.666,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12839","Africa",3.666,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12840","Africa",1.527,0,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12841","Africa",1.527,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12842","Africa",1.527,0,0,45.37,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12843","Africa",1.527,0,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","8"
"12844","Africa",3.971,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12845","Africa",3.767,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12846","Africa",3.157,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12847","Africa",3.157,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12848","Africa",3.157,0,0,55.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12849","Africa",4.48,0,0,50.93,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12850","Africa",2.036,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12851","Africa",2.546,0,0,57.41,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12852","Africa",2.546,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12853","Africa",2.444,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12854","Africa",2.444,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12855","Africa",1.527,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12856","Africa",1.527,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12857","Africa",1.018,0,0,64.81,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12858","Africa",0.611,0,0,71.3,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12859","Africa",0.611,0,0,64.81,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12860","Africa",0.611,0,0,71.3,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12861","Africa",0.204,0,0,80.56,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12862","Africa",1.833,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12863","Africa",1.833,0,0,64.81,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12864","Africa",1.629,0,0,64.81,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12865","Africa",1.629,0,0,64.81,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12866","Africa",2.647,0,0,60.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12867","Africa",2.647,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12868","Africa",1.222,0,0,64.81,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12869","Africa",1.222,0,0,45.37,45.194,2.846,202.812,7.78,58.74,0.592,"no","9"
"12870","Africa",2.749,0,0,54.63,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12871","Africa",2.749,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12872","Africa",1.731,0,0,53.7,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12873","Africa",1.731,0,0,54.63,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12874","Africa",1.731,0,0,56.94,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12875","Africa",2.24,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12876","Africa",2.24,0,0,50.93,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12877","Africa",1.731,0,0,45.37,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12878","Africa",1.833,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12879","Africa",1.833,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12880","Africa",1.833,0,0,53.7,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12881","Africa",2.138,0,0,46.3,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12882","Africa",1.426,0,0,53.7,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12883","Africa",1.629,0,0,36.11,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12884","Africa",0.611,0,0,35.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12885","Africa",0.509,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12886","Africa",0.713,0,0,35.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12887","Africa",0.407,0,0,35.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12888","Africa",0.815,0,0,71.3,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12889","Africa",0.611,0,0,53.7,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12890","Africa",0.611,0,0,71.3,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12891","Africa",0.916,0,0,71.3,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12892","Africa",0.916,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12893","Africa",0.916,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12894","Africa",0.916,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12895","Africa",0.916,0,0,71.3,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12896","Africa",0.916,0,0,36.11,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12897","Africa",0.916,0,0,53.7,45.194,2.846,202.812,7.78,58.74,0.592,"no","10"
"12898","Africa",0.916,0,0,50.93,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12899","Africa",1.018,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12900","Africa",0.611,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12901","Africa",0.916,0.204,0,75.93,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12902","Africa",0.916,0.204,0,75.93,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12903","Africa",0.407,0.204,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12904","Africa",1.324,0.204,0,50.93,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12905","Africa",1.324,0.204,0,35.19,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12906","Africa",1.222,0,0,45.37,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12907","Africa",1.222,0,0,53.7,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12908","Africa",1.222,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12909","Africa",1.222,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12910","Africa",1.222,0,0,53.7,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12911","Africa",1.935,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12912","Africa",1.935,0,0,57.41,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12913","Africa",1.731,0,0,50.93,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12914","Africa",2.647,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12915","Africa",2.647,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12916","Africa",3.36,0,0,57.41,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12917","Africa",1.629,0,0,50.93,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12918","Africa",1.629,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12919","Africa",2.546,0,0,50.93,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12920","Africa",2.546,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12921","Africa",2.342,0,0,57.41,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12922","Africa",1.629,0,0,53.7,45.194,2.846,202.812,7.78,58.74,0.592,"no","11"
"12923","Africa",1.935,0,0,47.22,45.194,2.846,202.812,7.78,58.74,0.592,"no","12"
"12924","Africa",1.935,0,0,45.37,45.194,2.846,202.812,7.78,58.74,0.592,"no","12"
"12925","Africa",1.324,0,0,45.37,45.194,2.846,202.812,7.78,58.74,0.592,"no","12"
"12926","Africa",1.324,0,0,65.74,45.194,2.846,202.812,7.78,58.74,0.592,"no","12"
"12927","Africa",0.611,0,0,71.3,45.194,2.846,202.812,7.78,58.74,0.592,"no","12"
"12928","Africa",0.611,0,0,48.15,45.194,2.846,202.812,7.78,58.74,0.592,"no","12"
"12929","Africa",1.324,0,0,53.7,45.194,2.846,202.812,7.78,58.74,0.592,"no","12"
