"","continent","new_cases_smoothed_per_million","new_deaths_smoothed_per_million","people_fully_vaccinated_per_hundred","stringency_index","population_density","aged_65_older","cardiovasc_death_rate","diabetes_prevalence","life_expectancy","human_development_index","is_island","month"
"1","Asia",6.778,0.495,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"2","Asia",6.873,0.51,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"3","Asia",7.545,0.411,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"4","Asia",7.281,0.506,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"5","Asia",7.163,0.587,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"6","Asia",6.851,0.624,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"7","Asia",6.451,0.583,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"8","Asia",6.921,0.55,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"9","Asia",6.862,0.558,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"10","Asia",6.217,0.617,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"11","Asia",5.505,0.536,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"12","Asia",5.193,0.514,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"13","Asia",4.976,0.521,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"14","Asia",5.138,0.576,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"15","Asia",4.264,0.58,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"16","Asia",3.798,0.646,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"17","Asia",3.387,0.624,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"18","Asia",3.714,0.628,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"19","Asia",3.295,0.532,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"20","Asia",3.211,0.455,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"21","Asia",2.69,0.352,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"22","Asia",3.149,0.352,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"23","Asia",2.785,0.286,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"24","Asia",2.741,0.305,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"25","Asia",2.789,0.316,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"26","Asia",2.763,0.308,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"27","Asia",2.738,0.297,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"28","Asia",2.253,0.257,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"29","Asia",2.521,0.209,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","7"
"30","Asia",2.473,0.132,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"31","Asia",2.033,0.092,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"32","Asia",1.776,0.07,0,78.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"33","Asia",1.523,0.066,0,75,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"34","Asia",1.31,0.084,0,71.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"35","Asia",1.453,0.066,0,71.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"36","Asia",1.251,0.095,0,71.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"37","Asia",1.27,0.11,0,71.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"38","Asia",1.402,0.128,0,71.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"39","Asia",1.527,0.143,0,71.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"40","Asia",1.787,0.206,0,71.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"41","Asia",1.894,0.22,0,71.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"42","Asia",1.813,0.235,0,71.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"43","Asia",1.802,0.22,0,71.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"44","Asia",1.82,0.206,0,60.19,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"45","Asia",1.861,0.202,0,60.19,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"46","Asia",1.886,0.18,0,60.19,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"47","Asia",1.651,0.132,0,48.15,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"48","Asia",1.519,0.103,0,48.15,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"49","Asia",1.578,0.077,0,48.15,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"50","Asia",1.424,0.059,0,48.15,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"51","Asia",1.475,0.055,0,48.15,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"52","Asia",1.468,0.044,0,48.15,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"53","Asia",1.387,0.044,0,48.15,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"54","Asia",1.295,0.066,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"55","Asia",0.98,0.059,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"56","Asia",0.899,0.062,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"57","Asia",0.694,0.062,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"58","Asia",0.606,0.055,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"59","Asia",0.418,0.048,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","8"
"60","Asia",0.484,0.033,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"61","Asia",0.514,0.029,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"62","Asia",0.62,0.029,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"63","Asia",0.639,0.026,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"64","Asia",0.701,0.026,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"65","Asia",0.892,0.037,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"66","Asia",1.229,0.048,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"67","Asia",1.2,0.044,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"68","Asia",1.105,0.04,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"69","Asia",1.042,0.04,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"70","Asia",1.108,0.04,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"71","Asia",1.167,0.029,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"72","Asia",1.02,0.04,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"73","Asia",1.083,0.033,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"74","Asia",1.141,0.062,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"75","Asia",1.068,0.066,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"76","Asia",1.02,0.066,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"77","Asia",1.204,0.081,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"78","Asia",1.108,0.07,0,21.3,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"79","Asia",1.031,0.07,0,28.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"80","Asia",1.064,0.037,0,28.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"81","Asia",1.094,0.055,0,28.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"82","Asia",1.061,0.051,0,28.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"83","Asia",1.002,0.059,0,28.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"84","Asia",0.672,0.044,0,28.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"85","Asia",0.606,0.044,0,28.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"86","Asia",0.58,0.048,0,28.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"87","Asia",0.451,0.044,0,28.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","9"
"88","Asia",0.422,0.026,0,28.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"89","Asia",0.382,0.026,0,28.7,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"90","Asia",0.385,0.033,0,25,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"91","Asia",0.418,0.033,0,25,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"92","Asia",0.672,0.037,0,25,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"93","Asia",0.851,0.033,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"94","Asia",1.028,0.04,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"95","Asia",1.215,0.044,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"96","Asia",1.479,0.051,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"97","Asia",1.681,0.055,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"98","Asia",1.644,0.048,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"99","Asia",1.622,0.048,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"100","Asia",1.637,0.044,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"101","Asia",1.505,0.04,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"102","Asia",1.45,0.048,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"103","Asia",1.607,0.055,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"104","Asia",1.53,0.066,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"105","Asia",1.618,0.07,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"106","Asia",1.894,0.073,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"107","Asia",2.202,0.088,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"108","Asia",2.198,0.081,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"109","Asia",2.301,0.084,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"110","Asia",2.323,0.081,0,16.67,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"111","Asia",2.433,0.088,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"112","Asia",2.33,0.103,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"113","Asia",2.356,0.099,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"114","Asia",2.374,0.095,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"115","Asia",2.411,0.092,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","10"
"116","Asia",2.451,0.081,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"117","Asia",2.554,0.088,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"118","Asia",2.554,0.081,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"119","Asia",2.455,0.073,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"120","Asia",2.448,0.084,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"121","Asia",2.352,0.081,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"122","Asia",2.231,0.077,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"123","Asia",2.415,0.099,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"124","Asia",2.437,0.121,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"125","Asia",2.697,0.121,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"126","Asia",2.917,0.121,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"127","Asia",3.156,0.136,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"128","Asia",3.677,0.18,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"129","Asia",3.967,0.202,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"130","Asia",4.297,0.213,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"131","Asia",4.47,0.224,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"132","Asia",4.826,0.235,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"133","Asia",5.072,0.217,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"134","Asia",5.116,0.25,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"135","Asia",5.387,0.257,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"136","Asia",5.38,0.257,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"137","Asia",5.578,0.246,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"138","Asia",5.479,0.272,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"139","Asia",5.222,0.308,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"140","Asia",4.921,0.272,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"141","Asia",5.174,0.308,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"142","Asia",4.719,0.341,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","11"
"143","Asia",4.925,0.393,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"144","Asia",4.895,0.415,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"145","Asia",4.539,0.4,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"146","Asia",4.088,0.389,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"147","Asia",4.367,0.367,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"148","Asia",4.558,0.385,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"149","Asia",4.404,0.308,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"150","Asia",4.158,0.286,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"151","Asia",4.462,0.327,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"152","Asia",4.694,0.363,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"153","Asia",4.246,0.338,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"154","Asia",4.481,0.334,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"155","Asia",4.411,0.253,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"156","Asia",4.536,0.327,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"157","Asia",4.807,0.338,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"158","Asia",4.862,0.33,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"159","Asia",5.523,0.312,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"160","Asia",5.328,0.334,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"161","Asia",4.734,0.374,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"162","Asia",4.543,0.371,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"163","Asia",4.668,0.389,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"164","Asia",4.686,0.371,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"165","Asia",4.363,0.4,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"166","Asia",4.422,0.374,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"167","Asia",4.484,0.341,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"168","Asia",4.65,0.338,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"169","Asia",4.257,0.305,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"170","Asia",3.567,0.235,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"171","Asia",3.196,0.239,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","12"
"172","Asia",2.628,0.191,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"173","Asia",2.349,0.154,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"174","Asia",1.787,0.114,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"175","Asia",6.352,0.231,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"176","Asia",6.44,0.239,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"177","Asia",6.169,0.228,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"178","Asia",6.628,0.242,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"179","Asia",7.204,0.316,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"180","Asia",1.934,0.187,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"181","Asia",1.758,0.209,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"182","Asia",1.758,0.209,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"183","Asia",2.084,0.224,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"184","Asia",1.831,0.246,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"185","Asia",1.817,0.228,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"186","Asia",1.923,0.202,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"187","Asia",2.044,0.165,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"188","Asia",2.547,0.194,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"189","Asia",2.305,0.18,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"190","Asia",2.393,0.169,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"191","Asia",2.279,0.136,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"192","Asia",2.242,0.143,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"193","Asia",2.239,0.154,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"194","Asia",2.235,0.158,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"195","Asia",2.114,0.128,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"196","Asia",1.791,0.125,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"197","Asia",1.673,0.106,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"198","Asia",1.648,0.099,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"199","Asia",1.571,0.081,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","1"
"200","Asia",1.42,0.07,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"201","Asia",1.361,0.059,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"202","Asia",1.174,0.062,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"203","Asia",1.248,0.037,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"204","Asia",1.196,0.029,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"205","Asia",1.182,0.029,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"206","Asia",1.145,0.037,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"207","Asia",1.101,0.033,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"208","Asia",0.965,0.033,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"209","Asia",0.837,0.044,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"210","Asia",0.694,0.044,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"211","Asia",0.661,0.062,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"212","Asia",0.525,0.07,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"213","Asia",0.576,0.062,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"214","Asia",0.492,0.051,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"215","Asia",0.506,0.037,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"216","Asia",0.503,0.04,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"217","Asia",0.477,0.022,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"218","Asia",0.393,0.011,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"219","Asia",0.411,0.018,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"220","Asia",0.378,0.022,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"221","Asia",0.455,0.029,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"222","Asia",0.451,0.029,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"223","Asia",0.444,0.044,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"224","Asia",0.404,0.04,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","2"
"225","Asia",0.415,0.04,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"226","Asia",0.389,0.037,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"227","Asia",0.349,0.029,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"228","Asia",0.481,0.026,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"229","Asia",0.488,0.022,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"230","Asia",0.488,0.022,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"231","Asia",0.525,0.026,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"232","Asia",0.429,0.018,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"233","Asia",0.455,0.018,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"234","Asia",0.521,0.018,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"235","Asia",0.484,0.018,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"236","Asia",0.437,0.018,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"237","Asia",0.506,0.029,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"238","Asia",0.4,0.029,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"239","Asia",0.448,0.033,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"240","Asia",0.466,0.04,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"241","Asia",0.404,0.029,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"242","Asia",0.492,0.029,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"243","Asia",0.433,0.022,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"244","Asia",0.617,0.018,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"245","Asia",0.668,0.022,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"246","Asia",0.668,0.018,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"247","Asia",0.679,0.018,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"248","Asia",0.723,0.026,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"249","Asia",0.701,0.026,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"250","Asia",0.62,0.029,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"251","Asia",0.76,0.037,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"252","Asia",0.961,0.066,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","3"
"253","Asia",1.068,0.081,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","4"
"254","Asia",1.167,0.103,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","4"
"255","Asia",1.402,0.099,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","4"
"256","Asia",1.45,0.132,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","4"
"257","Asia",1.45,0.132,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","4"
"258","Asia",1.538,0.103,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","4"
"259","Asia",1.563,0.099,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","4"
"260","Asia",1.64,0.095,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","4"
"261","Asia",2.015,0.092,0,8.33,54.422,2.581,597.029,9.59,64.83,0.511,"no","4"
"262","Asia",1.776,0.088,0,12.04,54.422,2.581,597.029,9.59,64.83,0.511,"no","4"
"263","Asia",1.927,0.077,0,9.26,54.422,2.581,597.029,9.59,64.83,0.511,"no","4"
"264","Europe",23.331,0.993,0,68.52,104.871,13.188,304.195,10.08,78.57,0.795,"no","7"
"265","Europe",23.977,1.042,0,68.52,104.871,13.188,304.195,10.08,78.57,0.795,"no","7"
"266","Europe",24.274,1.042,0,68.52,104.871,13.188,304.195,10.08,78.57,0.795,"no","7"
"267","Europe",24.374,1.042,0,68.52,104.871,13.188,304.195,10.08,78.57,0.795,"no","7"
"268","Europe",24.721,1.042,0,62.96,104.871,13.188,304.195,10.08,78.57,0.795,"no","7"
"269","Europe",24.969,0.943,0,62.96,104.871,13.188,304.195,10.08,78.57,0.795,"no","7"
"270","Europe",26.111,0.894,0,62.96,104.871,13.188,304.195,10.08,78.57,0.795,"no","7"
"271","Europe",26.111,0.695,0,62.96,104.871,13.188,304.195,10.08,78.57,0.795,"no","7"
"272","Europe",26.111,0.645,0,62.96,104.871,13.188,304.195,10.08,78.57,0.795,"no","7"
